class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Shooting Knee,0.464355379,0.305655658,-0.005029318,0.999973893,0.471902549,0.292779088,-0.0296827,0.999992967,0.474001974,0.29276067,-0.029671337,0.999993742,0.47630167,0.292795867,-0.029661,0.999992192,0.470570654,0.292520344,0.01235162,0.999985695,0.471657693,0.292311728,0.012290869,0.999984503,0.473001063,0.292122155,0.012270503,0.999990642,0.491920233,0.302307516,-0.091910593,0.999991715,0.488288552,0.300707877,0.094102278,0.999989331,0.468090594,0.323596686,-0.023088101,0.99995482,0.466557354,0.32261017,0.030808974,0.999895871,0.504436195,0.383957922,-0.198813558,0.999867201,0.497172117,0.386641324,0.22674641,0.999819815,0.406333148,0.408745289,-0.23846595,0.984627247,0.402940214,0.40465644,0.268373847,0.50304991,0.33730647,0.368323684,-0.159035474,0.975357652,0.332873762,0.366473973,0.170930341,0.636665821,0.309098393,0.35968703,-0.186829224,0.968891084,0.309014648,0.356066972,0.163447648,0.608744621,0.31096071,0.349446923,-0.167211622,0.96636939,0.308719456,0.35008204,0.133298844,0.626092553,0.320047468,0.353917241,-0.146671742,0.955325186,0.316406012,0.354982525,0.152187631,0.656144202,0.478084236,0.606101692,-0.131004781,0.999966502,0.491880834,0.610070825,0.1306642,0.999972761,0.350774288,0.594216347,-0.089919612,0.993672013,0.478925288,0.775275469,0.140076473,0.975873053,0.372174084,0.767448545,0.085368216,0.988647699,0.595173597,0.745992601,0.290857494,0.991066396,0.387859046,0.799260378,0.105740011,0.985479951,0.611342371,0.714595735,0.313395143,0.995995164,0.314857781,0.800652266,0.147762358,0.982407928,0.629035413,0.79950875,0.341382146,0.987382054
Shooting Knee,0.464295328,0.306890398,-0.006513915,0.999974012,0.471989959,0.293749064,-0.031112041,0.999992907,0.474111974,0.293681294,-0.031098481,0.999993742,0.476435483,0.293650538,-0.031084463,0.999992132,0.470595539,0.293516845,0.011091711,0.999985635,0.471674442,0.293278009,0.011026474,0.999984443,0.47301358,0.293014169,0.011007223,0.999990582,0.491841495,0.302962214,-0.093121901,0.999991596,0.488059133,0.301223338,0.093741268,0.999989033,0.468167245,0.324702591,-0.024633149,0.999955356,0.466541231,0.323676109,0.02955766,0.999896407,0.504406452,0.384158939,-0.20107381,0.999875367,0.496612728,0.386606783,0.22669284,0.999827266,0.406359255,0.408987492,-0.242731258,0.98538655,0.403256357,0.404548019,0.269387275,0.507543325,0.337984771,0.368323416,-0.164862633,0.976513565,0.333565652,0.366395921,0.178133309,0.642837107,0.309416026,0.35974738,-0.192258596,0.970128715,0.309162736,0.356069624,0.171499848,0.613675177,0.311119139,0.349469125,-0.173988685,0.96765393,0.308941185,0.350083321,0.142006487,0.630573928,0.321129411,0.353944331,-0.152819335,0.956804931,0.316800654,0.354980618,0.15975751,0.660272479,0.477701515,0.606101394,-0.13127026,0.999966502,0.492700398,0.609977961,0.130933478,0.999972582,0.350827157,0.594565511,-0.094590262,0.993603826,0.479478896,0.775547445,0.137692064,0.974969745,0.371981889,0.767451346,0.083226152,0.988488495,0.595153749,0.745482028,0.300539881,0.990773916,0.387906373,0.799060881,0.103748024,0.985191286,0.611120462,0.714264631,0.324140906,0.995880067,0.314778447,0.800070047,0.142025575,0.98228997,0.627351642,0.799651206,0.352775812,0.987102985
Shooting Knee,0.464258999,0.307695538,-0.006583302,0.99997437,0.472072512,0.294354737,-0.03127782,0.999992967,0.474196047,0.294302076,-0.031263243,0.999993801,0.476521313,0.294279277,-0.031249335,0.999992192,0.470648527,0.294093728,0.010890119,0.999985814,0.471723229,0.293847352,0.010824664,0.999984622,0.47306329,0.293555588,0.010807808,0.999990702,0.49169454,0.303551733,-0.093384862,0.999991596,0.487890899,0.301651657,0.093266688,0.999988973,0.468171418,0.325658947,-0.024724221,0.999956012,0.466490269,0.324664295,0.029412288,0.999897778,0.503844917,0.384161294,-0.200914219,0.999882638,0.496891797,0.389094532,0.226534337,0.999835014,0.405744553,0.409990966,-0.242125914,0.986028075,0.404167235,0.405171335,0.268255502,0.507624984,0.33811155,0.368439287,-0.15054749,0.977394581,0.335201442,0.366426647,0.177564487,0.643070459,0.309713691,0.360009581,-0.175576985,0.97100091,0.310688883,0.356402814,0.171258748,0.61273998,0.311393291,0.349999279,-0.157292306,0.96854198,0.309503049,0.350414842,0.142458349,0.629101455,0.321801871,0.354392171,-0.137995332,0.95782727,0.317939252,0.3551974,0.15957357,0.658871651,0.477241933,0.606215417,-0.131202415,0.999966741,0.493144333,0.609986365,0.130867094,0.99997282,0.350911438,0.594675839,-0.088840477,0.99348712,0.479758263,0.776135266,0.138410851,0.973843157,0.371627152,0.767381728,0.084936284,0.988219798,0.595101237,0.745452106,0.298303753,0.990518332,0.38791272,0.799039304,0.105182968,0.984913051,0.610908806,0.714036047,0.323319465,0.99578464,0.314187944,0.799294889,0.145369917,0.982059956,0.626563251,0.799868882,0.34865886,0.986876607
Shooting Knee,0.464029312,0.308395654,-0.00821104,0.999974966,0.472069025,0.294934005,-0.033212956,0.999993145,0.474193037,0.294905961,-0.03319703,0.99999392,0.4765203,0.294894874,-0.033183232,0.999992371,0.470624745,0.294662416,0.009219906,0.999986172,0.471690416,0.29442659,0.009152087,0.999985039,0.473025143,0.2941311,0.009138346,0.99999094,0.491493165,0.304203928,-0.096131638,0.999991715,0.487593889,0.302125067,0.091875702,0.999989152,0.468116045,0.32627973,-0.02666313,0.999957323,0.466236442,0.325341225,0.027841982,0.99990046,0.503546536,0.384495139,-0.203195974,0.999889612,0.497143179,0.388988554,0.225983933,0.999842644,0.405239195,0.410399616,-0.241468787,0.986637414,0.404973418,0.413354278,0.269473612,0.510144413,0.338427961,0.368427575,-0.150992528,0.978279948,0.33641091,0.36630705,0.185736164,0.644914448,0.309942901,0.360208094,-0.176345229,0.971901774,0.311696082,0.356461406,0.180753618,0.613010287,0.311571181,0.350259304,-0.158401281,0.969467282,0.30994609,0.350535363,0.152311012,0.628828108,0.322253734,0.354484707,-0.138693705,0.958870113,0.31872645,0.355227828,0.168111742,0.658650577,0.477206707,0.606295824,-0.131275356,0.999967217,0.493317842,0.609988987,0.130946025,0.999973178,0.350984633,0.594735861,-0.092076719,0.993358135,0.479845583,0.776755869,0.135500818,0.973089278,0.371524364,0.767674983,0.084091946,0.987880647,0.594999671,0.745467544,0.302296281,0.990141928,0.387738287,0.799069166,0.104467928,0.984549522,0.61091888,0.713955522,0.327166021,0.995662272,0.314154655,0.799212217,0.143467993,0.981684685,0.625693262,0.79989022,0.357281208,0.986477673
Shooting Knee,0.463878781,0.308870822,-0.009068615,0.999975443,0.472068012,0.295340955,-0.034146316,0.999993265,0.474192679,0.295327723,-0.034130454,0.99999404,0.476520836,0.295322597,-0.034117207,0.99999249,0.470606565,0.295061707,0.008366344,0.99998647,0.471663713,0.294832021,0.008298193,0.999985337,0.472992271,0.294534057,0.008284949,0.999991119,0.491377831,0.304629982,-0.097176999,0.999991834,0.487401068,0.302452505,0.091182493,0.999989271,0.468083322,0.326703042,-0.027597085,0.999958396,0.466068447,0.325797051,0.027016243,0.999902666,0.503412187,0.384728521,-0.204066351,0.999895811,0.497270972,0.388887435,0.225588277,0.99984926,0.404970467,0.41068688,-0.241427392,0.987195015,0.405459642,0.41601485,0.269604087,0.512571871,0.338666409,0.368422985,-0.151486173,0.97909981,0.336981028,0.366217971,0.185797185,0.646815896,0.310107887,0.360364616,-0.176652297,0.97274363,0.311596096,0.356488645,0.18062605,0.613514245,0.311694056,0.350456059,-0.158710212,0.970334947,0.310209155,0.350634664,0.152051479,0.628857136,0.322556227,0.354560047,-0.1388987,0.959852695,0.319166362,0.35525468,0.168086797,0.65868789,0.477204621,0.606368959,-0.131326795,0.999967575,0.493437201,0.609991968,0.131001696,0.999973416,0.351038575,0.594768643,-0.093666777,0.99324429,0.479911864,0.777155042,0.133998483,0.972431242,0.371444911,0.76790458,0.08377625,0.987571597,0.594931245,0.745481491,0.303990752,0.989798963,0.387603909,0.799102187,0.104249313,0.98421371,0.610936582,0.713899672,0.328861922,0.995550871,0.314124882,0.799163699,0.142838329,0.981334329,0.625193,0.799910188,0.35981673,0.986108422
Shooting Knee,0.463871151,0.309709489,-0.006592045,0.999975741,0.472090155,0.295845181,-0.031633895,0.999993324,0.474208266,0.295823008,-0.03161449,0.99999404,0.476536512,0.295802563,-0.031596191,0.999992549,0.470618874,0.295589775,0.011049477,0.999986529,0.471670568,0.295364261,0.010981591,0.999985397,0.472996771,0.295061886,0.010966497,0.999991119,0.491352886,0.304923236,-0.095685408,0.999991834,0.487359285,0.3027336,0.093917981,0.999989092,0.468089819,0.327384561,-0.025466871,0.999959052,0.466058969,0.326605737,0.029412607,0.99990344,0.503582835,0.384709686,-0.204003483,0.999901414,0.497321427,0.388686061,0.227062851,0.999853551,0.406064361,0.410103381,-0.2417465,0.987825036,0.405598879,0.408933282,0.271332085,0.516790569,0.339330941,0.36817652,-0.157571435,0.980037808,0.336816251,0.366188407,0.183313668,0.651285708,0.310209036,0.360291034,-0.183611289,0.973724365,0.311572671,0.356554925,0.177067325,0.616424143,0.311759055,0.350466818,-0.165696248,0.971349478,0.310149342,0.350809425,0.148152247,0.631479204,0.322766393,0.354560643,-0.145214826,0.961032927,0.319097638,0.355345994,0.165219963,0.661260724,0.477247953,0.606331706,-0.131276399,0.999967396,0.493986696,0.610001922,0.130950838,0.999973059,0.351123065,0.594805002,-0.093963638,0.993258595,0.480100781,0.777026534,0.135378912,0.972078979,0.371336371,0.767999589,0.081333123,0.987610161,0.595052123,0.745958626,0.302257359,0.989755154,0.38761425,0.799247384,0.101428583,0.984188318,0.611156285,0.714941442,0.327992588,0.995515943,0.314125746,0.799181759,0.137075484,0.98141253,0.625237644,0.800514579,0.355980247,0.986082256
Shooting Knee,0.463864863,0.310932606,-0.006576177,0.999975502,0.472135156,0.296686977,-0.031601764,0.999993145,0.474264145,0.296677619,-0.031582758,0.999993861,0.476605117,0.296673298,-0.031563587,0.999992371,0.470626205,0.296459973,0.01117437,0.999986172,0.471672386,0.296239674,0.011105848,0.99998498,0.472996235,0.295946211,0.011087909,0.999990821,0.491366714,0.305528164,-0.095480286,0.999991596,0.487330765,0.303275526,0.09500739,0.999988616,0.46811071,0.328306526,-0.025443058,0.999958932,0.466041267,0.327589661,0.029570326,0.999902129,0.504747033,0.384727597,-0.203526899,0.999905944,0.49711594,0.388502419,0.227895379,0.999855518,0.409109414,0.409895092,-0.249143675,0.988383353,0.405551523,0.406114846,0.274715185,0.52129209,0.340871155,0.36815691,-0.17913267,0.98094523,0.336494952,0.366193593,0.186532468,0.656958818,0.310252607,0.360272586,-0.207705095,0.974707246,0.31129545,0.356639534,0.180264264,0.620626807,0.312580109,0.350488305,-0.189869434,0.972380221,0.310135603,0.350928307,0.150751188,0.635487616,0.325559109,0.354695529,-0.167419299,0.962219298,0.318150669,0.355371416,0.168098241,0.665382028,0.477399051,0.606370986,-0.131370276,0.999966085,0.493892431,0.609962583,0.131050795,0.999971628,0.351267278,0.594847441,-0.106268242,0.993135989,0.480072498,0.777007937,0.132955402,0.971525669,0.371278465,0.768236816,0.080752395,0.987373054,0.595047235,0.745965421,0.30909127,0.989417136,0.387610763,0.799289644,0.101236954,0.983796954,0.611157179,0.714585006,0.334813356,0.995390236,0.314098448,0.799222112,0.133718491,0.981018662,0.625041068,0.800907969,0.361007959,0.985641778
Shooting Knee,0.463855892,0.311612964,-0.006463178,0.999975264,0.472165406,0.297192186,-0.031440429,0.999992967,0.474301517,0.297187775,-0.031422488,0.999993742,0.476651251,0.297190487,-0.031402551,0.999992192,0.470630795,0.296982139,0.011446379,0.999985814,0.47167331,0.296764731,0.011377281,0.999984562,0.472995132,0.296477705,0.011355665,0.999990523,0.491376728,0.305904448,-0.095394075,0.999991357,0.487305403,0.303627849,0.095988482,0.999988139,0.468123108,0.328838319,-0.025317153,0.999958754,0.466022819,0.328151256,0.029868219,0.999900758,0.505582631,0.384740084,-0.203236058,0.999910116,0.496835798,0.388347477,0.228730172,0.999857128,0.410730273,0.409721315,-0.252073735,0.988894641,0.40552029,0.404634923,0.276782095,0.52527231,0.341826946,0.368147969,-0.185291916,0.981790185,0.336183339,0.366197407,0.188732997,0.662231803,0.310316443,0.360266626,-0.214300677,0.975633442,0.311050355,0.356706619,0.182542115,0.62459898,0.313179195,0.350517005,-0.196478873,0.97335428,0.310110062,0.351022273,0.152811527,0.6392892,0.327102065,0.354816616,-0.173699945,0.963343203,0.317511886,0.355392665,0.170184746,0.669279814,0.47754088,0.606397629,-0.131513804,0.999964952,0.493828684,0.609915495,0.13120003,0.999970317,0.351373851,0.594872534,-0.110791661,0.993033111,0.480050176,0.776989877,0.132163748,0.971022904,0.371237516,0.768422127,0.079773836,0.98718667,0.595033526,0.745970547,0.31214422,0.989115596,0.387608796,0.799327552,0.100593626,0.983471572,0.611153543,0.714360058,0.337828517,0.995279372,0.314080954,0.799265504,0.13122268,0.980707705,0.624892831,0.801211536,0.363688916,0.985253215
Shooting Knee,0.463851213,0.312069923,-0.006349125,0.999975681,0.472198337,0.297512889,-0.031171849,0.999993026,0.474331915,0.297501236,-0.031152595,0.999993801,0.476679742,0.297499657,-0.031130657,0.999992251,0.470650524,0.297329545,0.011755936,0.999985993,0.471688449,0.297114909,0.011685061,0.999984741,0.473006397,0.296836495,0.011661081,0.999990582,0.491377681,0.306152999,-0.094674304,0.999991417,0.487296641,0.30387345,0.096766308,0.999988139,0.468125343,0.329127491,-0.025159135,0.999959409,0.466010094,0.328494102,0.030075813,0.999902189,0.50567162,0.384838164,-0.202979967,0.999913752,0.496605486,0.388278842,0.228962854,0.999860764,0.411386192,0.409677297,-0.250073969,0.989314735,0.405491114,0.402927101,0.276423305,0.531525254,0.344659925,0.368117481,-0.178227454,0.982433856,0.335918039,0.366194189,0.187467873,0.668086767,0.312118232,0.360268176,-0.206171513,0.976287186,0.310835779,0.35673815,0.181179196,0.628827095,0.314327538,0.350574642,-0.188734621,0.974038064,0.310050368,0.351084352,0.151756078,0.643409669,0.328697801,0.354963571,-0.16665414,0.964110613,0.317134082,0.355399162,0.169023156,0.673494577,0.477552176,0.606430292,-0.131550759,0.999964297,0.493865907,0.61003089,0.131236747,0.9999699,0.351557463,0.594916046,-0.110403694,0.992997527,0.480080307,0.777109206,0.131477818,0.970759809,0.371201932,0.768406332,0.077345178,0.987111688,0.595062315,0.746091306,0.308867723,0.988859892,0.387688309,0.799329221,0.098128036,0.983354449,0.611102819,0.714361489,0.333949983,0.995179415,0.314082563,0.799242675,0.129270539,0.98060298,0.624921322,0.801213026,0.360257804,0.984919608
Shooting Knee,0.463781267,0.312076986,0.000392733,0.999976456,0.472193718,0.297559142,-0.024474721,0.999993265,0.47432059,0.297545046,-0.024449805,0.99999398,0.476657391,0.297541767,-0.024428714,0.99999249,0.470650196,0.297384858,0.018174183,0.99998647,0.471688986,0.2971735,0.018106373,0.999985218,0.473007441,0.296901077,0.018085357,0.99999088,0.491261542,0.306206048,-0.088583641,0.999991655,0.487275183,0.303978592,0.100874498,0.999988437,0.468093723,0.32912913,-0.018682538,0.999960542,0.465971708,0.328503489,0.036049455,0.999904931,0.505167603,0.384841263,-0.198055208,0.99991703,0.497495592,0.388206303,0.231342837,0.999865413,0.409727722,0.409566075,-0.234174997,0.9895432,0.405566126,0.401346684,0.276948333,0.533999622,0.344484061,0.368072897,-0.141781896,0.982726276,0.33595401,0.366156131,0.190256149,0.669065297,0.311468482,0.360173553,-0.165151238,0.976504862,0.310672224,0.356722265,0.184676349,0.628692687,0.314254105,0.350591987,-0.148714066,0.9742347,0.309955895,0.35110119,0.156163499,0.643098354,0.327346712,0.354965568,-0.129839092,0.96432817,0.316840708,0.355401069,0.172333464,0.673392594,0.477579057,0.60637635,-0.131188661,0.999964654,0.494043916,0.61003077,0.130864292,0.999970317,0.351613462,0.594962955,-0.100019678,0.993021667,0.479895055,0.777126849,0.132004708,0.970509708,0.371148646,0.768409312,0.077527232,0.987180114,0.594976306,0.746418893,0.290031433,0.988842845,0.387664765,0.799345136,0.098132893,0.983363986,0.611028075,0.715839565,0.312118113,0.995137215,0.314251721,0.799251378,0.129827634,0.980754018,0.624872863,0.801735103,0.337461084,0.984945059
Shooting Knee,0.463729471,0.312065572,0.002684111,0.999977171,0.472190768,0.297584355,-0.022131462,0.999993443,0.474312603,0.297568798,-0.022105707,0.999994159,0.476640791,0.297564328,-0.022085659,0.999992728,0.470650494,0.29741478,0.020419352,0.999986887,0.471689701,0.29720524,0.020352578,0.999985635,0.473009437,0.296936125,0.020331759,0.999991179,0.49117437,0.30623737,-0.086124219,0.999991834,0.487261444,0.304046601,0.102546021,0.999988675,0.468069494,0.329117715,-0.01637315,0.999961495,0.465942919,0.328495592,0.038180351,0.999907374,0.504794955,0.384844333,-0.195954993,0.999919832,0.49802351,0.388112456,0.232443601,0.999869645,0.408703804,0.409538686,-0.229678988,0.989737332,0.405624777,0.400579005,0.276944548,0.536438525,0.344332874,0.368058592,-0.135476366,0.982972562,0.335966408,0.366129786,0.189980283,0.670215189,0.311173379,0.360126048,-0.158727616,0.976679027,0.310554981,0.356711537,0.184353083,0.62887913,0.314247847,0.350616038,-0.14241004,0.974391222,0.309894741,0.351115584,0.155898556,0.643151939,0.326752573,0.354970783,-0.12355759,0.96449852,0.316650212,0.355402857,0.172098324,0.673592985,0.477600515,0.606348157,-0.130986944,0.999964893,0.494219452,0.610031307,0.130656779,0.999970675,0.351652265,0.595015407,-0.096315965,0.99304378,0.479763806,0.777136981,0.132272258,0.970267296,0.371112406,0.768411398,0.077706657,0.987242401,0.59491837,0.746677399,0.284828365,0.988811493,0.387655109,0.799363673,0.0981474,0.983369827,0.610964358,0.716787994,0.306560606,0.9950912,0.314410627,0.7992571,0.13026382,0.980891526,0.624848366,0.802071333,0.331915349,0.984946728
Shooting Knee,0.463600308,0.312350303,0.002401388,0.999978244,0.472069323,0.297827095,-0.022563834,0.999993801,0.474148422,0.297814786,-0.022537746,0.999994457,0.476429999,0.297830284,-0.022518702,0.999993086,0.470614672,0.297666043,0.019774124,0.999987602,0.471673816,0.297458649,0.019707469,0.99998641,0.473006666,0.297207177,0.019690122,0.999991655,0.490789413,0.306441963,-0.086445235,0.999992192,0.48723045,0.304341406,0.100804485,0.999989271,0.467956603,0.329307109,-0.016806319,0.999963164,0.465898752,0.328691274,0.037526108,0.999911904,0.502205729,0.384887427,-0.195628867,0.99992311,0.50355655,0.388084829,0.229996487,0.99987632,0.405569702,0.409532487,-0.21991542,0.989886522,0.407063663,0.407159805,0.276465237,0.53490603,0.339591712,0.367719948,-0.107577324,0.98305428,0.337894946,0.366075605,0.2001158,0.666606545,0.309946716,0.359755814,-0.128005683,0.976670086,0.312246144,0.356613219,0.196977153,0.625006974,0.312163144,0.350429058,-0.111425661,0.9743402,0.310094565,0.351065755,0.169402689,0.63892436,0.323966801,0.35460344,-0.095132969,0.964460671,0.318262786,0.355392933,0.183270574,0.66974622,0.477233887,0.606334805,-0.130018651,0.999965906,0.495587438,0.610484123,0.129674941,0.999971867,0.351663113,0.595019281,-0.071640074,0.99302125,0.480036438,0.777164876,0.136029601,0.969913244,0.371022284,0.768413365,0.083831154,0.987197042,0.594926298,0.746990502,0.272362173,0.988748789,0.387654334,0.79945606,0.1024995,0.98329699,0.610741079,0.717452347,0.292588413,0.995044649,0.31440714,0.799247086,0.140887439,0.980958939,0.625193477,0.802112281,0.321292549,0.984960496
Shooting Knee,0.463540018,0.31242761,0.001993261,0.999979079,0.472050905,0.297967494,-0.022971101,0.99999404,0.474130929,0.297952652,-0.022939701,0.999994636,0.476408571,0.297970086,-0.022916272,0.999993324,0.470587552,0.297817975,0.019614708,0.999988079,0.471650302,0.297614157,0.019552233,0.999986947,0.472987235,0.297373414,0.019536257,0.999992013,0.49073562,0.306525886,-0.08742597,0.99999249,0.487154186,0.304460257,0.100628272,0.999989688,0.467948526,0.329346567,-0.01755425,0.999964595,0.465863168,0.328726262,0.037426852,0.999915481,0.502287209,0.38498655,-0.197112471,0.999925554,0.502975881,0.38779965,0.230052978,0.999881148,0.406645209,0.409803391,-0.223189667,0.990131378,0.407030493,0.401362121,0.279710501,0.541282177,0.34090212,0.36757651,-0.120760635,0.983390868,0.335791141,0.365489453,0.199284464,0.672046006,0.310065329,0.359749615,-0.145576879,0.976988912,0.311482191,0.356177062,0.19462195,0.629197419,0.312921047,0.350431353,-0.12496271,0.974665225,0.309761703,0.350824207,0.166499764,0.642979741,0.326531351,0.354609609,-0.107661344,0.964800596,0.317339242,0.35497722,0.181773707,0.673924804,0.477252156,0.606338203,-0.130057499,0.999966085,0.495499134,0.610551894,0.129712731,0.999972284,0.351666749,0.594989538,-0.081740074,0.993051529,0.480035216,0.777132928,0.135886341,0.970003784,0.370919764,0.768216908,0.074944839,0.987191975,0.594940007,0.746931911,0.284264714,0.988563359,0.387620091,0.799457192,0.093685493,0.983139217,0.610713363,0.716777921,0.306040466,0.994946659,0.314341277,0.799124837,0.126457557,0.980975151,0.62556535,0.801725209,0.335556477,0.984758615
Shooting Knee,0.463490486,0.312515289,0.001071508,0.999979794,0.472034544,0.298091978,-0.023843946,0.999994218,0.474115908,0.298074514,-0.023809476,0.999994814,0.476390988,0.29809323,-0.023783181,0.999993563,0.470561594,0.297952026,0.019164655,0.999988496,0.47162658,0.297749847,0.019097026,0.999987423,0.472966045,0.297516555,0.019078474,0.999992311,0.49069649,0.30659771,-0.088444777,0.999992728,0.48708725,0.304559439,0.10046351,0.999990046,0.467942178,0.329390377,-0.018585049,0.999965906,0.465831667,0.328769684,0.036875352,0.99991864,0.502349973,0.385060936,-0.19836469,0.999927759,0.502436936,0.387618095,0.230059907,0.99988538,0.407316685,0.409960061,-0.227286249,0.990357637,0.40699321,0.399010241,0.280912787,0.547001064,0.341771036,0.367436796,-0.123728357,0.98370564,0.334520996,0.365104079,0.198756143,0.676933646,0.311397523,0.359735042,-0.15122059,0.977294445,0.310933888,0.355871588,0.193587393,0.632927775,0.313496023,0.350431919,-0.125886962,0.974979937,0.309507012,0.350649446,0.16531615,0.646607518,0.327896774,0.354611903,-0.10938561,0.965133011,0.316703469,0.354692459,0.181026697,0.677683055,0.477267653,0.606348574,-0.13013044,0.999966264,0.495433718,0.610611975,0.129785016,0.999972641,0.35166961,0.594966829,-0.089635476,0.993090153,0.480030954,0.777104557,0.135748655,0.970133424,0.370848089,0.768149614,0.071274891,0.9872123,0.594943106,0.746884048,0.292379111,0.988404274,0.387604326,0.79946357,0.090223156,0.983015239,0.610687375,0.716294289,0.315244406,0.994862556,0.314291716,0.799061656,0.121649802,0.981020808,0.625801921,0.801413774,0.344731688,0.984584689
Shooting Knee,0.463448852,0.312608719,0.000808255,0.99998039,0.472017586,0.2981866,-0.024119874,0.999994397,0.47409454,0.298168004,-0.024087436,0.999994993,0.476359904,0.298189938,-0.024063155,0.999993742,0.470555604,0.298056096,0.018795993,0.999988854,0.471625179,0.297857404,0.018728051,0.999987841,0.472966194,0.297631174,0.018709656,0.999992549,0.490621179,0.306678355,-0.088521533,0.999992967,0.487067789,0.304658055,0.100355886,0.999990344,0.467924893,0.329425722,-0.018739935,0.999966919,0.465823263,0.328821689,0.036542654,0.999921322,0.502055168,0.385106623,-0.198305175,0.999929965,0.502114773,0.387577832,0.229929596,0.999889433,0.406571865,0.40993911,-0.227522016,0.990564764,0.406989872,0.403830916,0.280524075,0.547576606,0.341810077,0.367442936,-0.124541983,0.983883798,0.335645109,0.36499995,0.197073862,0.675392807,0.311362684,0.359685272,-0.147853434,0.977389932,0.310878605,0.35556671,0.191963822,0.630567491,0.313801795,0.350432575,-0.130123451,0.975061715,0.309496224,0.35056746,0.163722545,0.644135177,0.328071803,0.354617774,-0.112079442,0.965235412,0.317299426,0.354677498,0.179378837,0.675756574,0.477275759,0.60634011,-0.129974842,0.999966741,0.49563241,0.610650897,0.129626349,0.999973238,0.351689309,0.594754338,-0.086117432,0.993059278,0.47987324,0.777097464,0.136345536,0.969717145,0.370820016,0.767472625,0.074826732,0.987083197,0.595021367,0.74682641,0.283721209,0.988223553,0.387604058,0.799031556,0.093516894,0.982820749,0.610693097,0.716142535,0.305131882,0.99476403,0.314307034,0.799033701,0.129083633,0.980884314,0.625807703,0.800723314,0.333185464,0.984407604
Shooting Knee,0.463403612,0.312662542,0.000572268,0.999980867,0.471996695,0.298248798,-0.024302654,0.999994576,0.47406882,0.298227996,-0.02427214,0.999995112,0.476324946,0.298250169,-0.024248758,0.99999392,0.470546663,0.298126072,0.018565176,0.999989152,0.471621692,0.297929376,0.018497271,0.999988198,0.472965568,0.297706962,0.018477459,0.999992788,0.490547329,0.306727946,-0.088817,0.999993145,0.487044871,0.304724634,0.100232445,0.999990582,0.467902571,0.329443723,-0.018845052,0.999967813,0.465809673,0.328849643,0.036365751,0.999923587,0.501874506,0.385142475,-0.198356181,0.999931991,0.501908481,0.387552798,0.229788065,0.999893069,0.406145811,0.409914315,-0.228480488,0.990749002,0.406984031,0.406257659,0.280255049,0.547876954,0.341836631,0.367445976,-0.12701948,0.984056771,0.336262852,0.364917755,0.196075529,0.674070537,0.311330616,0.359638005,-0.149903312,0.977504551,0.310835212,0.355357558,0.190981179,0.628627717,0.313969254,0.3504287,-0.133404583,0.975166142,0.309485018,0.350500047,0.162688136,0.642087162,0.327182502,0.354571462,-0.114907645,0.965357602,0.317638934,0.354662031,0.178371459,0.674166024,0.477279246,0.606330812,-0.1299458,0.999967217,0.495794356,0.610696077,0.129596263,0.999973774,0.351703227,0.594594836,-0.085108884,0.99304384,0.479797542,0.777088165,0.138523728,0.969343722,0.370795786,0.76715821,0.075863607,0.987003684,0.595112324,0.746786952,0.283440471,0.988105476,0.387604535,0.798855245,0.094377115,0.982689381,0.610710561,0.716084421,0.304787099,0.994695306,0.314323843,0.799023271,0.13126871,0.980822563,0.625810981,0.800390244,0.332497656,0.984306514
